Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p)
COMPLEMENT,IMMUNE SYSTEM,0,0,133,42,399,153,,0,0,1.8583533163364637e-41,40.73087171297543
COMPLEMENT,ANTIMICROBIAL,0,0,63,42,189,153,,0,0,2.575906383133417e-30,29.589069924707943
COMPLEMENT,ANTIVIRAL & IFN,0.016,3,144,39,453,153,"MBL2, SERPING1, C1QB",0.66,1.96,5.274801972798186e-37,36.27779384005593
COMPLEMENT,ARPP,0.014,5,314,37,1053,153,"MBL2, IL33, C5AR1, FPR2, FPR1",0.47,3.27,3.2107282587749697e-45,44.49339644955917
COMPLEMENT,B CELL,0.006,3,470,39,1650,153,"CR2, C4B, MBL2",0.18,1.96,2.253786258223151e-55,54.64708727341671
COMPLEMENT,LEUKOCYTES,0.025,33,1300,9,7419,153,"C1QC, SERPING1, C2, FPR3, C5AR1, FPR2, FPR1, CFD, CFP, PROS1, CLU, C3AR1, CR1, NCR3LG1, C7, C1R, CR2, C6, C1QBP, CD55, C1S, CFB, CFH, MBL2, MASP2, C4A, CD46, MASP1, SUSD4, C4B, C4BPB, A2M, C3",0.44,21.57,1.1773207139894247e-14,13.929105214860108
COMPLEMENT,CELLULAR ADAPTIVE IMMUNE SYSTEM,0.012,6,457,36,1506,153,"C5AR1, CLU, IL33, CD46, CR2, CR1",0.4,3.92,5.254356123950318e-49,48.279480495420316
COMPLEMENT,DENDRITIC CELL,0.021,6,36,245,153,810,"SERPING1, C1QC, C1QB, C1QA, C2, FPR3",3.92,0.74,6.3366656884413375e-40,39.1981392048986
COMPLEMENT,EOSINOPHIL,0,0,42,22,153,66,,0,0,1.244594594321748e-17,16.904972089629336
COMPLEMENT,HUMORAL ADAPTIVE IMMUNE SYSTEM,0.007,4,38,568,153,1785,"C4B, CR2, MBL2, NCR3LG1",2.61,0.22,2.7291250598952086e-56,55.56397656268923
COMPLEMENT,IMMUNOGLOBULIN MEDIATED RESPONSE,0.015,3,39,152,153,465,"C4B, CR2, MBL2",1.96,0.65,8.437257273458788e-38,37.07379870794625
COMPLEMENT,INFLAMMATION,0,0,42,55,153,228,,0,0,1.8544560364241705e-28,27.73178345802947
COMPLEMENT,INNATE IMMUNE SYSTEM,0.027,34,8,1203,153,4113,"CR1, CFH, SERPING1, CFD, C1QC, C1QB, C1QA, C3, CFB, C5AR1, C2, C1S, C1R, C7, A2M, PROS1, IL33, CLU, C4B, C4A, C6, MASP1, MASP2, CFP, CR2, SUSD4, C1QBP, CD46, MBL2, C4BPB, CD55, FPR1, FPR2, FPR3",22.22,0.83,8.432293942885564e-13,12.074054262716427
COMPLEMENT,LYMPHOCYTE,0,0,42,70,153,210,,0,0,8.523630301256872e-32,31.06937539537337
COMPLEMENT,MACROPHAGE,0.013,1,41,34,153,105,IL33,0.65,0.95,7.699908196819521e-21,20.113514452730424
COMPLEMENT,MAST CELL,0,0,42,24,153,72,,0,0,1.6014364010853388e-18,17.795490304084858
COMPLEMENT,MONOCYTE,0.013,5,37,332,153,1029,"CFD, C5AR1, CFP, FPR1, FPR2",3.27,0.49,4.699806136777216e-46,45.32792005599286
COMPLEMENT,MYELOID CELL,0.017,2,40,73,153,225,"PROS1, CLU",1.31,0.89,5.958269763075256e-29,28.224879837817383
COMPLEMENT,NEUTROPHIL,0.021,4,38,147,153,462,"CFD, C5AR1, FPR1, FPR2",2.61,0.87,9.912908529875503e-36,35.003798901201236
COMPLEMENT,NK CELL,0,0,42,139,153,432,,0,0,3.71543928374589e-42,41.42998983137088
COMPLEMENT,SIGNALING,0.024,4,38,125,153,387,"SERPING1, C1QB, C3, A2M",2.61,1.03,1.9367773177402002e-33,32.71292030970736
COMPLEMENT,T CELL,0.009,4,38,428,153,1500,"CR1, IL33, CR2, CD46",2.61,0.27,7.858549588173328e-52,51.10465760204946
DENDRITIC CELL,ADAPTIVE IMMUNE SYSTEM,0.052,59,890,192,3078,810,"CCR7, CCL5, STAT4, IFNG, TNF, ATF3, TYROBP, VCAM1, IL23A, SPI1, LAG3, LTB, F2R, CCL4, CTGF, CD1B, CD9, RGL1, IGKC, ALOX5, HLA-DQA1, HLA-DMA, CXCR4, CD1C, HLA-DRB3, GPR183, CD1E, HMGB1, CLEC10A, CD86, PIK3CG, CD40, CH25H, RBPJ, PRKCD, CD38, NFKBIA, CD83, FUT7, IRF8, NFKB2, BCL3, CSF2RB, DOCK8, CCL8, CCL20, RELB, NOTCH2, CD80, PSEN1, MAP3K8, JAG1, KITLG, CD151, PDE4B, NFKBID, DENND1B, CCR2, FCER1A",1.92,7.28,1.4944763852322096e-165,164.82551094301638
DENDRITIC CELL,IMMUNE SYSTEM,0.041,15,118,236,399,810,"NFKBIA, CCR7, CD86, HLA-DQB1, LY96, HLA-DQA1, HLA-DMA, CD1E, CD1B, CD1C, CD1A, AGPAT9, IRF8, ICAM1, TLR8",3.76,1.85,2.015505757124208e-80,79.69561595698316
DENDRITIC CELL,ANTIMICROBIAL,0.013,4,59,247,189,810,"CCL20, CXCL2, CCL8, BCL3",2.12,0.49,3.094301109771415e-59,58.50943742691678
DENDRITIC CELL,ANTIVIRAL & IFN,0.073,27,120,224,453,810,"IFIT1, IFIT2, DAPK1, CCL5, CCL4, CCL8, IRF8, CDC42, CCL20, SIRPA, CD58, IFI27, IFNGR1, IFNGR2, IFIH1, SERPING1, IL1B, RSAD2, DDX58, FCER1A, HERC5, DDX60, IRF7, C1QB, BCL3, PARP9, PLSCR1",5.96,3.33,2.0478086520825505e-71,70.68871062642036
DENDRITIC CELL,ARPP,0.12,61,258,190,1053,810,"NFKBIA, CCR7, CD86, HLA-DQB1, LY96, HLA-DQA1, HLA-DMA, CD1E, CD1B, CD1C, CD1A, AGPAT9, IRF8, ICAM1, TLR8, CCR2, CXCR2, CCR1, CXCR4, CXCR1, HMGB1, GPR183, PIK3CG, CCL5, F2R, ALOX5, CDC42, EPS8, DOCK8, NLRP12, TGFBR2, ITGB8, CCL4, CCL20, CCL8, SIRPA, HLA-DRB3, ARHGEF5, SPI1, BATF2, NOTCH2, LTBR, PSEN1, RELB, RBPJ, LAG3, ZBTB46, CD40, DDX58, IRF7, IL1B, TYROBP, ITGAX, ANPEP, TNFSF13B, IL1R2, IFIH1, TNF, EREG, CXCL16, IFIT2",5.79,7.53,4.056602741431879e-86,85.3918375201861
DENDRITIC CELL,B CELL,0.03,21,452,230,1650,810,"SPI1, CCR7, TNF, IGKC, ALOX5, HLA-DQA1, HLA-DMA, CXCR4, CD40, CD86, GPR183, CH25H, RBPJ, VCAM1, PRKCD, CD38, NFKBIA, IRF8, BCL3, CSF2RB, NOTCH2",1.27,2.59,6.343823100891758e-162,161.19764893593285
DENDRITIC CELL,LEUKOCYTES,0.179,240,1093,11,7419,810,"MAP3K8, IL23A, CCL5, CD83, NFKBID, FUT7, CTGF, TNF, VCAM1, ICAM1, SAMSN1, RELB, NFKB2, EBI3, BCL3, IL1RN, NFKBIA, BIRC3, PRKCD, LTB, TNIP3, CD1E, CD1B, CD1C, CD1A, CSF1R, IL1R2, CSF2RA, ANPEP, CD9, IL1R1, CD38, DDX58, IRF7, PLSCR1, C1QC, IFIH1, SERPING1, DDX60, C2, IGKC, RSAD2, CXCL2, RGL1, CD86, RIN2, SLAMF8, IL4I1, ATP1B1, PLXDC2, CSF2RB, TNFAIP6, HESX1, CCL8, MX2, DOCK4, PDGFRL, MGST1, IFNGR2, IFIT3, IFIT2, IFIT1, HLX, CCL20, ST3GAL6, RBM47, IFI27, DAPK1, PRRG4, PDGFC, PARP9, LAMP3, CXCL11, DSE, IL18, BCL2A1, FAM20C, PRKAR2B, HERC5, SIGLEC1, ATF3, CLEC10A, B3GNT5, PGD, JAG1, FCER1A, EMILIN2, CLEC5A, CA2, CTSB, ADAM9, RRAGD, TACSTD2, CTSL1, GGTA1, DAB2, CAPG, AGPAT9, TM2D2, PPAP2B, SLC7A8, KMO, CD58, LRFN4, CCRL2, CD151, ADAM12, TM7SF4, SLC36A1, PDCD1LG2, PSEN2, GPR137B, C19orf28, TMEM158, PTGFRN, SLC6A6, SPINT2, LRP11, FZD5, TSPAN33, DIRC2, ALCAM, GJB2, GPNMB, ABHD12, EMP1, TFRC, HLA-DQB1, LHFPL2, COLEC12, SUCNR1, TMEM51, TGFA, SLC38A6, ITPRIPL2, CALCRL, CLDN23, ATP1B2, GRINA, FPR3, RAMP1, TREM2, SRD5A3, SLC41A2, FAM70A, LAMP2, ABCC3, DENND1B, P2RY6, NRP1, NRP2, CXCL16, CRIM1, GPR157, OLR1, CD274, SDC2, SLCO2B1, SLC7A11, ABCA6, MSR1, ACE, AGPAT3, SLC1A3, HLA-DQA1, TNFRSF11A, SERINC5, IGSF6, TSPAN15, STAB1, IFNGR1, FZD1, CCDC90A, LPCAT2, SFXN3, ENG, MFSD1, TTYH3, TMEM144, PLXND1, SLC27A3, ITGAX, SLC26A11, PLD3, HLA-DMA, CH25H, ANTXR2, SLC31A2, TNFSF13B, LY75, CD80, TMCC3, SLCO5A1, F11R, TTYH2, ITGB8, RNF144B, SGPP2, NINJ1, CD40, IL3RA, TMEM140, KITLG, SLC43A2, IL13RA1, IFI6, LRRC32, ELOVL7, EREG, TYROBP, SIRPA, TLR8, CCR1, SPI1, NLRP12, ALOX5, IL1B, LY96, LTBR, CXCR2, CCR2, CXCR1, STAT4, CCL4, IFNG, CXCR4, NOTCH2, GPR183, RBPJ, CCR7, SERPINB9, PIK3CG, HLA-DRB3, IRF8, HMGB1, LAG3, PDE4B, ADORA2A /// CYTSA, GCH1, HS3ST3B1",3.23,29.63,8.04115413247395e-9,8.094681613267403
DENDRITIC CELL,CELLULAR ADAPTIVE IMMUNE SYSTEM,0.056,38,425,213,1506,810,"CCR7, CCL5, STAT4, IFNG, TNF, ATF3, TYROBP, VCAM1, IL23A, SPI1, LAG3, LTB, F2R, CD83, FUT7, DOCK8, IFNGR1, IFNGR2, CD86, PIK3CG, CD80, PSEN1, CD1C, GPR183, MAP3K8, JAG1, CCL20, KITLG, CD151, PDE4B, NFKBID, DENND1B, HLA-DRB3, HMGB1, RELB, BCL3, CCR2, FCER1A",2.52,4.69,5.4117590775797945e-137,136.2666615457046
DENDRITIC CELL,COMPLEMENT,0.021,6,36,245,153,810,"SERPING1, C1QC, C1QB, C1QA, C2, FPR3",3.92,0.74,6.3366656884413375e-40,39.1981392048986
DENDRITIC CELL,EOSINOPHIL,0.015,4,247,18,810,66,"CCL5, CCL8, FCER1A, CCL4",0.49,6.06,1.5401646991826483e-24,23.81243283492873
DENDRITIC CELL,HUMORAL ADAPTIVE IMMUNE SYSTEM,0.035,28,223,544,810,1785,"CD86, HLA-DQA1, CD83, TNF, VCAM1, NFKB2, BCL3, NFKBIA, PRKCD, CD38, IGKC, CXCL2, CSF2RB, CCL8, CCL20, FCER1A, HLA-DMA, CH25H, CD40, CCR2, CXCR4, CCR7, GPR183, ALOX5, SPI1, NOTCH2, RBPJ, IRF8",3.46,1.57,4.3649788593259156e-167,166.3600178553491
DENDRITIC CELL,IMMUNOGLOBULIN MEDIATED RESPONSE,0.036,14,237,141,810,465,"CD86, VCAM1, BCL3, NFKBIA, PRKCD, CD38, CSF2RB, CH25H, CD40, GPR183, SPI1, NOTCH2, RBPJ, IRF8",1.73,3.01,4.2518986381440795e-91,90.37141709725773
DENDRITIC CELL,INFLAMMATION,0.077,22,229,33,810,228,"TYROBP, TNF, IL1RN, NFKBIA, BIRC3, TNFAIP6, CCL20, STAB1, CD80, ADORA2A /// CYTSA, STAT4, CCL4, IFNG, GCH1, SERPINB9, HS3ST3B1, IL1B, PDE4B, CXCR2, HMGB1, NOTCH2, RBPJ",2.72,9.65,8.580685506989978e-29,28.06647801518035
DENDRITIC CELL,INNATE IMMUNE SYSTEM,0.203,251,0,986,810,4113,"ITGAX, SIRPA, OLR1, TYROBP, CD58, C1QC, C1QB, C1QA, CD86, HLA-DQB1, LY96, TLR8, HLA-DQA1, MAP3K8, IL23A, CCL5, CD83, NFKBID, FUT7, CTGF, TNF, VCAM1, ICAM1, SAMSN1, RELB, NFKB2, EBI3, BCL3, IL1RN, NFKBIA, BIRC3, PRKCD, LTB, TNIP3, CD1E, CD1B, CD1C, CD1A, CSF1R, IL1R2, CSF2RA, ANPEP, CD9, IL1R1, CD38, DDX58, IRF7, PLSCR1, IFIH1, SERPING1, DDX60, C2, IGKC, RSAD2, CXCL2, RGL1, RIN2, SLAMF8, IL4I1, ATP1B1, PLXDC2, CSF2RB, TNFAIP6, HESX1, CCL8, MX2, DOCK4, PDGFRL, MGST1, IFNGR2, IFIT3, IFIT2, IFIT1, HLX, CCL20, ST3GAL6, RBM47, IFI27, DAPK1, PRRG4, PDGFC, PARP9, LAMP3, CXCL11, DSE, IL18, BCL2A1, FAM20C, PRKAR2B, HERC5, SIGLEC1, ATF3, CLEC10A, B3GNT5, PGD, JAG1, FCER1A, EMILIN2, CLEC5A, CA2, CTSB, ADAM9, RRAGD, TACSTD2, CTSL1, GGTA1, DAB2, CAPG, AGPAT9, TM2D2, PPAP2B, SLC7A8, KMO, LRFN4, CCRL2, CD151, ADAM12, TM7SF4, SLC36A1, PDCD1LG2, PSEN2, GPR137B, C19orf28, TMEM158, PTGFRN, SLC6A6, SPINT2, LRP11, FZD5, TSPAN33, DIRC2, ALCAM, GJB2, GPNMB, ABHD12, EMP1, TFRC, LHFPL2, COLEC12, SUCNR1, TMEM51, TGFA, SLC38A6, ITPRIPL2, CALCRL, CLDN23, ATP1B2, GRINA, FPR3, RAMP1, TREM2, SRD5A3, SLC41A2, FAM70A, LAMP2, ABCC3, DENND1B, P2RY6, NRP1, NRP2, CXCL16, CRIM1, GPR157, CD274, SDC2, SLCO2B1, SLC7A11, ABCA6, MSR1, ACE, AGPAT3, SLC1A3, TNFRSF11A, SERINC5, IGSF6, TSPAN15, STAB1, IFNGR1, FZD1, CCDC90A, LPCAT2, SFXN3, ENG, MFSD1, TTYH3, TMEM144, PLXND1, SLC27A3, SLC26A11, PLD3, HLA-DMA, CH25H, ANTXR2, SLC31A2, TNFSF13B, LY75, CD80, TMCC3, SLCO5A1, F11R, TTYH2, ITGB8, RNF144B, SGPP2, NINJ1, CD40, IL3RA, TMEM140, KITLG, SLC43A2, IL13RA1, IFI6, LRRC32, ELOVL7, EREG, ADORA2A /// CYTSA, STAT4, CCL4, IFNG, GCH1, SERPINB9, HS3ST3B1, IL1B, PDE4B, CCR2, CXCR2, CCR1, CXCR4, CXCR1, CCR7, HMGB1, GPR183, PIK3CG, F2R, ALOX5, CDC42, EPS8, DOCK8, NLRP12, HLA-DRB3, ARHGEF5, SPI1, BATF2, TGFBR2, NOTCH2, LTBR, PSEN1, RBPJ, LAG3, ZBTB46, IRF8",30.99,6.1,1,-0
DENDRITIC CELL,LYMPHOCYTE,0.019,6,245,64,810,210,"IL23A, CTGF, CD1B, CD9, RGL1, CCL4",0.74,2.86,2.074483133835825e-60,59.683090091763816
DENDRITIC CELL,MACROPHAGE,0.007,2,249,33,810,105,"CCL5, CCR2",0.25,1.9,3.9247366313544435e-41,40.406189481182956
DENDRITIC CELL,MAST CELL,0.015,4,247,20,810,72,"FCER1A, KITLG, SERPINB9, PIK3CG",0.49,5.56,1.1619118681820796e-26,25.93482681223292
DENDRITIC CELL,MONOCYTE,0.081,44,207,293,810,1029,"ITGAX, SIRPA, TYROBP, CD86, LY96, TLR8, CCL5, IL1RN, PRKCD, CSF1R, IL1R2, CSF2RA, ANPEP, RIN2, PLXDC2, CCL8, MGST1, IFNGR2, CCL20, ST3GAL6, RBM47, PDGFC, PGD, FCER1A, EMILIN2, AGPAT9, IGSF6, STAB1, FZD1, MFSD1, PLXND1, SLC31A2, TNFSF13B, NINJ1, IL13RA1, CCL4, IL1B, CCR2, CXCR2, CCR1, ALOX5, NLRP12, SPI1, LTBR",5.43,4.28,8.416858891976164e-107,106.0748499536783
DENDRITIC CELL,MYELOID CELL,0.032,10,241,65,810,225,"CD86, TLR8, IL23A, IL1RN, CSF1R, CLEC5A, SLC1A3, IGSF6, CCR2, CCR1",1.23,4.44,2.6977330813212783e-57,56.56900102243425
DENDRITIC CELL,NEUTROPHIL,0.039,15,236,136,810,462,"TYROBP, CCL5, PRKCD, CXCL2, CCL8, CCL20, ACE, CCL4, PDE4B, CCR2, CXCR2, CXCR1, HMGB1, PIK3CG, NLRP12",1.85,3.25,4.6069443297943775e-88,87.33658703571979
DENDRITIC CELL,NK CELL,0.013,5,246,134,810,432,"CCL5, STAT4, CCL4, PIK3CG, LAG3",0.62,1.16,8.358747259997633e-99,98.07785880615401
DENDRITIC CELL,SIGNALING,0.111,38,213,91,810,387,"C1QB, MAP3K8, IL23A, CCL5, CD83, TNF, ICAM1, NFKB2, BCL3, NFKBIA, DDX58, IRF7, PLSCR1, IFIH1, SERPING1, DDX60, RSAD2, CXCL2, TNFAIP6, CCL8, IFIT1, CCL20, PARP9, CXCL11, BCL2A1, HERC5, FCER1A, CCRL2, ADORA2A /// CYTSA, CCL4, IFNG, GCH1, HS3ST3B1, IL1B, PDE4B, CCR1, CXCR4, CCR7",4.69,9.82,1.2973739733128998e-52,51.88693481872271
DENDRITIC CELL,T CELL,0.056,36,215,396,810,1500,"TYROBP, CD86, MAP3K8, IL23A, CCL5, CD83, NFKBID, FUT7, TNF, VCAM1, RELB, BCL3, LTB, CD1C, CCL20, ATF3, JAG1, FCER1A, CD151, DENND1B, CD80, KITLG, STAT4, IFNG, PDE4B, CCR2, CCR7, HMGB1, GPR183, PIK3CG, F2R, DOCK8, HLA-DRB3, SPI1, PSEN1, LAG3",4.44,2.4,3.149670918021687e-134,133.50173481952888
EOSINOPHIL,ADAPTIVE IMMUNE SYSTEM,0.018,17,932,5,3078,66,"CCL5, XCL1, CCL4, BTK, CCL2, MPL, CCL3, CCL18, CCL7, CX3CL1, CCL4L1, CCL1, CCL3L1, CCL8, CCL24, CCL23, FCER1A",0.55,25.76,4.041250127515209e-9,8.393484268676916
EOSINOPHIL,IMMUNE SYSTEM,0.006,1,132,21,399,66,BTK,0.25,1.52,5.41041425404748e-25,24.26676948140742
EOSINOPHIL,ANTIMICROBIAL,0.062,5,58,17,189,66,"LGALS3, CCL1, XCL1, CCL8, CCL18",2.65,7.58,2.5947441843941936e-13,12.585905452760588
EOSINOPHIL,ANTIVIRAL & IFN,0.097,15,132,7,453,66,"CCL5, CCL4, CCL8, CCL1, CCL3, CCL4L1, CCL3L1, CCL18, CCL2, CX3CL1, XCL1, CCL24, CCL7, CCL23, FCER1A",3.31,22.73,4.805018361176392e-7,6.318304948444478
EOSINOPHIL,ARPP,0.052,17,302,5,1053,66,"BTK, CCL5, CCL2, LGALS3, CCL3, CCL3L1, CX3CL1, CCL18, CCL1, CCL7, XCL1, CCL23, CCL4, CCL4L1, CCL24, CCL8, MPL",1.61,25.76,9.129345900624917e-7,6.039560337682082
EOSINOPHIL,B CELL,0.004,2,471,20,1650,66,"BTK, MPL",0.12,3.03,1.1545820860257638e-33,32.93757518510217
EOSINOPHIL,LEUKOCYTES,0.013,17,1316,5,7419,66,"CCL5, CCL8, FCER1A, LGALS3, BTK, XCL1, CCL4, CCL2, CCL1, CCL7, CCL23, CCL18, CCL4L1, CCL24, CCL3L1, CCL3, CX3CL1",0.23,25.76,7.424496436895559e-10,9.1293329968382
EOSINOPHIL,CELLULAR ADAPTIVE IMMUNE SYSTEM,0.015,7,456,15,1506,66,"CCL5, XCL1, CCL2, CX3CL1, CCL3, BTK, FCER1A",0.46,10.61,1.7918289348301093e-23,22.74670345461003
EOSINOPHIL,COMPLEMENT,0,0,42,22,153,66,,0,0,1.244594594321748e-17,16.904972089629336
EOSINOPHIL,DENDRITIC CELL,0.015,4,247,18,810,66,"CCL5, CCL8, FCER1A, CCL4",0.49,6.06,1.5401646991826483e-24,23.81243283492873
EOSINOPHIL,HUMORAL ADAPTIVE IMMUNE SYSTEM,0.015,9,13,563,66,1785,"CCL18, LGALS3, CCL1, CCL8, CCL2, XCL1, FCER1A, BTK, MPL",13.64,0.5,3.769642135988353e-21,20.4236998767816
EOSINOPHIL,IMMUNOGLOBULIN MEDIATED RESPONSE,0.011,2,20,153,66,465,"BTK, MPL",3.03,0.43,2.3936157868141102e-24,23.62094555946752
EOSINOPHIL,INFLAMMATION,0.013,1,21,54,66,228,CCL4,1.52,0.44,7.568712124759684e-18,17.120978012797632
EOSINOPHIL,INNATE IMMUNE SYSTEM,0.018,22,0,1215,66,4113,"SCG2, CCL5, CCL4, CCL18, CCL3, LGALS3, CCL23, CCL1, CCL8, CCL4L1, CCL2, CCL7, CX3CL1, CCL3L1, XCL1, CCL24, VAMP2, VAMP7, FCER1A, BTK, MPL, EPX",33.33,0.53,1,-0
EOSINOPHIL,LYMPHOCYTE,0.011,1,21,69,66,210,CCL4,1.52,0.48,9.958511879718214e-20,19.00180555421807
EOSINOPHIL,MACROPHAGE,0.075,4,18,31,66,105,"CCL5, CCL3, LGALS3, CCL2",6.06,3.81,1.1320451209509385e-10,9.94613626273301
EOSINOPHIL,MAST CELL,0.045,2,20,22,66,72,"FCER1A, BTK",3.03,2.78,2.623450747887231e-10,9.581127084742402
EOSINOPHIL,MONOCYTE,0.053,18,4,319,66,1029,"CCL5, CCL4, CCL18, CCL3, LGALS3, CCL23, CCL1, CCL8, CCL4L1, CCL2, CCL7, CX3CL1, CCL3L1, XCL1, CCL24, FCER1A, BTK, MPL",27.27,1.75,1.3215265042076712e-5,4.878924122342554
EOSINOPHIL,MYELOID CELL,0,0,22,75,66,225,,0,0,2.8989180079240216e-22,21.53776406791845
EOSINOPHIL,NEUTROPHIL,0.116,18,4,133,66,462,"CCL5, CCL4, CCL18, CCL3, LGALS3, CCL23, CCL1, CCL8, CCL4L1, CCL2, CCL7, CX3CL1, CCL3L1, XCL1, CCL24, VAMP7, BTK, MPL",27.27,3.9,3.1625553447185305e-4,3.4999618655961906
EOSINOPHIL,NK CELL,0.025,4,18,135,66,432,"CCL5, CCL4, XCL1, VAMP7",6.06,0.93,3.839328360744677e-20,19.415744743011246
EOSINOPHIL,SIGNALING,0.071,10,12,119,66,387,"CCL5, CCL4, CCL18, CCL23, CCL1, CCL8, CCL2, CCL7, XCL1, FCER1A",15.15,2.58,8.117536723650212e-12,11.090575737953877
EOSINOPHIL,T CELL,0.013,6,16,426,66,1500,"CCL5, CCL3, CCL2, XCL1, FCER1A, BTK",9.09,0.4,7.774635154199479e-25,24.109319982267134
