Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p)
HUMORAL ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM,0.499,506,443,66,3078,1785,"CD52, CCR7, HLA-DRA, ZAP70, ITK, IL2RG, PTPRC, IL7R, RASGRP1, BCL11B, XCL1, CD28, GNLY, CD27, GATA3, MS4A1, SP140, CD24, BCL2, TNF, IL2RB, CXADR, CD40LG, ITGA4, VCAM1, CD37, SPI1, PTPN6, JAK3, TCF4, CTLA4, FCER2, IGHD, BLK, CD200, KIT, CD79A, MEF2C, GAB1, BANK1, CD19, PTK2, EBF1, ICOSLG, VPREB1, VPREB3, LOC100130458, TCL1A, FAM150B, TNFSF13, LIF, HHEX, CEBPE, CBFA2T3, LTA, TLR4, LYN, STAP1, CD72, TSPAN13, BCL11A, C13orf18, KIAA0125, CD79B, P2RX5, BTLA, AFF3, PPAPDC1B, IGHM, LOC90925, FCRLA, SPIB, FAM129C, ABCB4, FCRL1, FCRL5, KLHL14, CXCR5, PCDH9, RALGPS2, CD22, IGH@, IGKV3-20, MACROD2, PNOC, ADAM28, LOC283663, CR2, PAX5, E2F5, PLEKHG1, PKIG, FCRL2, IGLJ3, HLA-DOB, PTPRK, IGHA1, LOC642838, LOC642424, IGK@, TPD52, CDK14, BLNK, FCGR2B, CELSR1, DENND5B, PAWR, CD180, LOC100130100, POU2AF1, FAM30A, KLF8, LOC652493, IGKC, LOC284749, FCRL3, TBC1D9, ALOX5, CD69, FAIM3, IGLV1-44, IGL@, HLA-DOA, HLA-DQA1, BTK, CPNE5, CIITA, TLR10, IGHG1, GPR18, LY9, INPP5D, SYK, PIK3CD, VAV1, PLCG2, PIK3R5, PIK3R3, RAC2, JAM3, NEDD4, GAB2, DUSP6, NR3C2, NRXN3, LY86, HBEGF, LOC144481, NR4A1, DLL1, LOC100288911, NR4A3, IGKV4-1, LOC100287723, LOC100289053, IGKV1D-13, ITM2C, LOC96610, IGLV4-60, IGLV3-19, LOC91316, LOC100290557, IGLV2-23, IGJ, OSBPL10, CYAT1, LOC100293440, TNFRSF17, GNG7, IGLL3, MGC29506, IGLL5, TXNDC5, DERL3, MUTED, IGHV3-48, IGKV1-5, SSPN, AVPR1A, KCNE4, HEPACAM2, GYPA, SEMA4B, EGF, GPR37, C11orf87, USH2A, PPP1R3A, OR12D3, POPDC3, DCC, SLC12A1, GP5, CDH5, SLITRK6, HLA-DPB1, PCDHA3, TRHDE, GHR, TAS2R13, FLRT2, TPTE, TMEM100, GYPE, PLD4, ADAM7, KCNMB3, GPR6, CSPG4, SYT2, ROBO2, FREM2, TRPC1, GPR116, TMEM47, SCN3A, NPY1R, LPPR4, NOX4, PDZK1IP1, CCR9, GABBR1, EDNRB, GJC1, LHCGR, PCDHB8, NT5E, PDPN, PCDHB4, CLDN8, LRRTM4, HRH4, NMBR, NCAM2, GRM5, TM4SF20, IL5RA, JAM2, IL28RA, MC3R, F2RL3, ASTN1, MOGAT2, SLC26A7, SLC24A1, TACR3, IL13RA2, IMPG2, LRRC19, TMEFF2, PCDH10, BTC, GPR98, AGTR1, TMEM133, UGT2A3, OR11A1, CSMD1, TRPC7, CCR6, GABRA5, PLP1, CLCA4, CNR1, EPHA3, SLC30A10, SGCE, CHRNB4, PCDHB10, PCDHB16, PCDHB15, PCDHB14, CADM2, GPR85, SLC6A15, GPR87, NLGN1, SLC13A1, OR1E1, GABRB1, TAAR2, HHLA2, SLC17A6, CNTNAP3, SLC6A16, HLA-DPA1, ABCA8, OR2J2, CHL1, TMEM156, SLC5A7, OR2W1, LPHN3, LPHN2, LRP1B, PCDH20, KCND2, SLC44A5, ITGB6, NLGN4Y, CHRM2, PTH2R, HEPH, BAI3, PTPRR, SELE, FAM26F, SCN1A, HTR1E, HLA-DMA, PPAP2C, KCNG2, SLC5A4, CAV1, TEK, TMEM37, GP1BB, SLC16A14, ICAM2, SLC44A1, CCR10, CHRM1, CLPTM1L, KCNN3, HM13, GPR25, KCNH1, TXNDC15, SDC1, DRD4, KRTCAP2, TRAM2, SCARB2, AMIGO3, LGR4, TRHR, GHSR, P2RY14, SLC38A11, C4orf34, CXCR4, TMEM56, KCNJ16, SLC26A3, MUC15, OR1G1, TAS2R7, HVCN1, GABRE, CLDN17, SORCS3, LINGO1, NKAIN4, TAS2R10, GRAMD1C, TNFRSF13B, ADAM2, GLP2R, ABL1, STAT5B, MYO1G, HLA-E, RAG1, BCL10, TEC, C17orf99, GPR183, IFNA8, BMX, LAX1, CD86, TFEB, CD81, TFE3, IFNE, CLEC4G, TICAM1, TBC1D10C, CHRNA4, CD40, GAPT, PHB1, CHRNA7, HSPD1, CHRNB2, TXLNA, BST2, AKAP17A, EPHB2, HDAC4, CH25H, TOP2B, PIK3R1, MSH2, RAG2, ADGRG3, FZD9, EP300, PTPRJ, YY1, PTPN2, LYL1, CEBPG, BCL6, SP3, ZBTB7A, NFAM1, IL10, IL11, TCF3, RBPJ, FOSL2, FLT3, ADAM17, IL9, CDH17, SPNS2, BAX, CAMLG, RC3H1, SOS2, SOS1, NCKAP1L, CASP3, PRKDC, CD70, IL7, PRKCD, CTPS1, CD38, WNT3A, BCAR1, GRB2, MNDA, MAPK1, NFKBIA, NFKB1, TNFAIP3, LIPA, HOXB4, CD83, LIG4, FCER1G, LIMK1, VAV2, SRC, PRKCE, HCK, FGR, PLPP4, IRF8, NFKB2, BCL3, CCL2, ZP3, IRF2BP2, SYVN1, WNT4, IL4R, IL9R, MPL, CSF2RB, MLH1, ERCC1, UNG, RNF168, SANBR, MSH6, STAT6, CCL18, CCL1, CCL8, CCL20, LFNG, NOTCH2, ST3GAL1, PTX3, SFTPA1, LBP, C4B, MBL2, HLA-G, LGALS1, LRRC8A, SHLD3, SHLD1, SHLD2, PMS2, MSH3, NKX2-5, EPB42, CDKN2B, PBX1, NKX3-2, NKX2-3, CACNB4, KMT2A, CXCL12, DEFA4, DEFA1, B2M, PSMB10, SLC11A1, CCR2, NOTCH1, FCER1A",16.44,28.35,1.291004639912231e-17,16.88907219686243
HUMORAL ADAPTIVE IMMUNE SYSTEM,IMMUNE SYSTEM,0.052,35,98,537,399,1785,"NCKAP1L, HLA-DPB1, NFKBIA, PTPN6, HLA-DRA, CCR7, TLR10, FCER1G, BTLA, FGR, CD86, ZAP70, MNDA, DUSP6, CTLA4, TLR4, CD24, HCK, LYN, INPP5D, ITK, HLA-DQA1, MEF2C, SYK, PTPRC, HLA-DOA, HLA-DOB, HLA-DMA, HLA-DPA1, CD19, BTK, ITGA4, IRF8, HLA-G, HLA-E",8.77,1.96,2.7867443536601213e-88,87.55490287014106
HUMORAL ADAPTIVE IMMUNE SYSTEM,ANTIMICROBIAL,0.11,63,0,509,189,1785,"FAM3A, TAC1, DEFA4, CAMP, CXCL14, CXCL12, DEFA1, FAU, CCL20, DEFB130A, TOR2A, CXCL1, DEFA3, DEFB131A, REG1B, H2BC10, ROMO1, NTS, CXCL2, HAMP, S100A12, CXCL8, CXCL9, REG3A, GNLY, RNASE3, RPS19, BPI, REG3G, RPL30, DEFB1, LGALS3, PF4V1, H2BC12L, SPAG11A, CCL1, HTN1, DEFB103A, DEFA5, DEFA6, B2M, SPAG11B, CXCL6, CXCL3, NPPB, CXCL5, XCL1, CCL8, RPL39, HTN3, S100A7, DCD, F2, ADM, CCL18, PRTN3, BCL3, LYZ, CST9LP1, CST9, SLC11A1, PRSS3, AZU1",33.33,3.53,1,-0
HUMORAL ADAPTIVE IMMUNE SYSTEM,ANTIVIRAL & IFN,0.03,21,126,551,453,1785,"PHB1, NMBR, MBL2, CCL8, CCL1, CCL18, CCL2, XCL1, TLR4, IRF8, CCL20, HLA-DPA1, IFNE, HDAC4, IFNA8, HCK, FCER1A, PTX3, BCL3, LHCGR, IMPG2",4.64,1.18,2.668948412327043e-117,116.57365982053929
HUMORAL ADAPTIVE IMMUNE SYSTEM,ARPP,0.096,78,241,494,1053,1785,"NCKAP1L, HLA-DPB1, NFKBIA, PTPN6, HLA-DRA, CCR7, TLR10, FCER1G, BTLA, FGR, CD86, ZAP70, MNDA, DUSP6, CTLA4, TLR4, CD24, HCK, LYN, INPP5D, ITK, HLA-DQA1, MEF2C, SYK, PTPRC, HLA-DOA, HLA-DOB, HLA-DMA, HLA-DPA1, CD19, BTK, ITGA4, IRF8, HLA-G, HLA-E, MBL2, LBP, CCR2, CXCR4, GPR183, ALOX5, ITGB6, HAMP, SLC11A1, TICAM1, PRKCE, PLCG2, CCL2, LGALS3, AZU1, EDNRB, LIPA, CCL18, CCL1, CTSG, XCL1, CCL20, RPS19, CCL8, S100A12, MPL, REG3G, HSPD1, SPI1, NOTCH2, RBPJ, TNFAIP3, PHB1, EP300, SRC, BCL10, CD40, BST1, BCL6, TNF, LY86, BST2, PSMB10",7.41,4.37,4.8076494023205725e-138,137.31806721076182
HUMORAL ADAPTIVE IMMUNE SYSTEM,B CELL,0.827,473,0,99,1650,1785,"TNFSF13, LIF, HHEX, CEBPE, CBFA2T3, LTA, SPI1, TLR4, CCR7, LYN, TNF, STAP1, BLK, CD72, TSPAN13, BCL11A, C13orf18, KIAA0125, CD200, CD79B, VPREB3, CD79A, P2RX5, BTLA, AFF3, PPAPDC1B, IGHM, LOC90925, FCRLA, SPIB, FAM129C, ABCB4, LOC100130458, FCRL1, BANK1, MS4A1, FCRL5, TCF4, KLHL14, CXCR5, PCDH9, RALGPS2, CD22, TCL1A, CD24, IGH@, IGKV3-20, IGHD, MACROD2, EBF1, PNOC, ADAM28, LOC283663, CR2, PAX5, E2F5, PLEKHG1, FCER2, PKIG, FCRL2, IGLJ3, HLA-DOB, PTPRK, CD19, IGHA1, LOC642838, LOC642424, IGK@, TPD52, CDK14, BLNK, SP140, FCGR2B, CELSR1, DENND5B, PAWR, CD180, LOC100130100, POU2AF1, FAM30A, KLF8, LOC652493, IGKC, MEF2C, LOC284749, FCRL3, TBC1D9, ALOX5, CD69, FAIM3, IGLV1-44, IGL@, HLA-DOA, HLA-DQA1, BTK, CPNE5, CIITA, TLR10, IGHG1, GPR18, LY9, CD37, INPP5D, SYK, PIK3CD, VAV1, PLCG2, PIK3R5, PIK3R3, RAC2, PTPN6, JAM3, NEDD4, GAB2, BCL2, DUSP6, NR3C2, NRXN3, LY86, ICOSLG, HBEGF, LOC144481, NR4A1, GAB1, DLL1, LOC100288911, NR4A3, FAM150B, BCL11B, VPREB1, SSPN, AVPR1A, KCNE4, HEPACAM2, GYPA, SEMA4B, EGF, GPR37, C11orf87, USH2A, PPP1R3A, OR12D3, POPDC3, DCC, SLC12A1, GP5, CDH5, SLITRK6, HLA-DPB1, PCDHA3, TRHDE, GHR, TAS2R13, FLRT2, TPTE, TMEM100, GYPE, PLD4, ADAM7, KCNMB3, GPR6, CSPG4, SYT2, ROBO2, FREM2, TRPC1, GPR116, TMEM47, SCN3A, NPY1R, LPPR4, NOX4, PDZK1IP1, CCR9, GABBR1, EDNRB, GJC1, LHCGR, PCDHB8, NT5E, PDPN, PCDHB4, CLDN8, LRRTM4, HRH4, NMBR, NCAM2, GRM5, TM4SF20, IL5RA, JAM2, IL28RA, MC3R, F2RL3, ASTN1, MOGAT2, SLC26A7, SLC24A1, TACR3, IL13RA2, IMPG2, LRRC19, TMEFF2, ITM2C, PCDH10, BTC, GPR98, AGTR1, TMEM133, UGT2A3, OR11A1, CSMD1, TRPC7, CCR6, GABRA5, PLP1, CLCA4, CNR1, EPHA3, SLC30A10, SGCE, CHRNB4, PCDHB10, PCDHB16, PCDHB15, PCDHB14, CADM2, GPR85, SLC6A15, GPR87, NLGN1, SLC13A1, OR1E1, GABRB1, CXADR, TAAR2, HHLA2, SLC17A6, CNTNAP3, SLC6A16, HLA-DPA1, ABCA8, CD52, OR2J2, CHL1, TMEM156, SLC5A7, OR2W1, LPHN3, LPHN2, HLA-DRA, LRP1B, PCDH20, KCND2, SLC44A5, ITGB6, NLGN4Y, CHRM2, PTH2R, HEPH, BAI3, PTPRR, SELE, FAM26F, SCN1A, HTR1E, HLA-DMA, LGR4, TRHR, GHSR, P2RY14, SLC38A11, C4orf34, CXCR4, TMEM56, KCNJ16, SLC26A3, MUC15, OR1G1, TAS2R7, HVCN1, GABRE, CLDN17, SORCS3, TNFRSF17, LINGO1, NKAIN4, TAS2R10, GRAMD1C, TNFRSF13B, ADAM2, GLP2R, TICAM1, TBC1D10C, CHRNA4, CD40, GAPT, PHB1, CHRNA7, LAX1, RASGRP1, HSPD1, ZAP70, CD86, CHRNB2, TXLNA, BST2, AKAP17A, EPHB2, HDAC4, GPR183, CH25H, PTPRC, TOP2B, IFNA8, PIK3R1, RAG1, MSH2, RAG2, IL2RG, ADGRG3, FZD9, EP300, PTPRJ, YY1, STAT5B, PTPN2, LYL1, CEBPG, JAK3, BCL6, KIT, SP3, ZBTB7A, NFAM1, ITGA4, CD40LG, IL10, IL11, TCF3, RBPJ, FOSL2, IFNE, FLT3, VCAM1, ADAM17, IL9, CDH17, SPNS2, BAX, CAMLG, IL7R, RC3H1, SOS2, SOS1, NCKAP1L, CASP3, PRKDC, CD70, ABL1, IL7, PRKCD, CTPS1, CD38, WNT3A, BCAR1, CTLA4, GRB2, MNDA, ITK, MAPK1, BMX, NFKBIA, TEC, NFKB1, TNFAIP3, LIMK1, VAV2, SRC, PRKCE, MYO1G, HCK, PTK2, FGR, PLPP4, IRF8, BCL3, ZP3, CD81, IRF2BP2, SYVN1, WNT4, CLEC4G, IL4R, IL9R, MPL, BCL10, FCER1G, IL2RB, CD27, CSF2RB, LIG4, MLH1, ERCC1, UNG, RNF168, SANBR, MSH6, STAT6, LFNG, NOTCH2, C17orf99, ST3GAL1, PTX3, SFTPA1, LBP, C4B, MBL2, HLA-G, LRRC8A, GATA3, SHLD3, SHLD1, SHLD2, PMS2, MSH3, IGKV4-1, LOC100287723, LOC100289053, IGKV1D-13, LOC96610, IGLV4-60, IGLV3-19, LOC91316, LOC100290557, IGLV2-23, IGJ, OSBPL10, CYAT1, LOC100293440, GNG7, IGLL3, MGC29506, IGLL5, TXNDC5, DERL3, MUTED, IGHV3-48, IGKV1-5, PPAP2C, KCNG2, SLC5A4, CAV1, TEK, TMEM37, GP1BB, SLC16A14, ICAM2, SLC44A1, CCR10, CHRM1, CLPTM1L, KCNN3, HM13, GPR25, KCNH1, TXNDC15, SDC1, DRD4, KRTCAP2, TRAM2, SCARB2, AMIGO3",28.67,26.5,1,-0
HUMORAL ADAPTIVE IMMUNE SYSTEM,LEUKOCYTES,0.135,226,1107,346,7419,1785,"CD83, TNF, VCAM1, NFKB2, BCL3, NFKBIA, PRKCD, CD38, IGKC, CXCL2, CD86, CSF2RB, CCL8, CCL20, FCER1A, HLA-DQA1, HLA-DMA, CH25H, CD40, TNFSF13, LGALS3, HCK, LGALS1, S100A12, FGR, LYN, SYK, BST1, TLR4, LY86, BTK, FCER1G, SPI1, MNDA, ALOX5, SLC11A1, CXCL1, DUSP6, BCL6, PTX3, LYZ, HHEX, NFAM1, CCR2, IL10, EGF, CXCL12, XCL1, ZAP70, GNLY, IL2RB, ITK, RASGRP1, GPR18, DLL1, KIT, BANK1, MACROD2, VPREB1, VPREB3, CD19, CIITA, HLA-DRA, CDK14, DEFA4, DEFA1, CTSG, TCL1A, AZU1, LOC90925, BMX, JAM3, MEF2C, CD72, UNG, GAB1, PTK2, BPI, MSH2, CAMP, LOC100130458, EBF1, PRTN3, ICOSLG, PAX5, CCR9, BCL11B, HLA-DOA, CEBPE, RNASE3, CD22, FAM150B, CCL2, CCL1, CXCL3, CXCL5, CXCL6, CCL18, CXCL9, CXCR4, IL7R, LIF, CTLA4, FCER2, IGHD, BLK, CD200, CD79A, CD28, HLA-E, TAC1, B2M, DEFB1, SEMG2, H2BC10, DEFA3, RNASE4, WFDC13, DEFA6, WFDC11, H2BC12L, RPL39, WFDC3, PI3, FAU, DEFA5, ADM, WFDC9, SPRR2A, WFDC10B, NCR3LG1, FAM3A, BCAR1, LAX1, CXCL14, DEFB130A, TOR2A, DEFB131A, REG1B, ROMO1, NTS, HAMP, CXCL8, REG3A, RPS19, REG3G, RPL30, PF4V1, SPAG11A, HTN1, DEFB103A, SPAG11B, NPPB, HTN3, S100A7, DCD, F2, CST9LP1, CST9, PRSS3, JAM2, ITGA4, IFNA8, IL7, NOTCH2, GATA3, IFNE, BMI1, MS4A1, BCL2, PSMB10, TFEB, GPR183, TFE3, ST6GAL1, POU2F2, RBPJ, NOTCH1, RAG1, VAV1, IL2RG, HLA-DOB, HLA-DPA1, CCR7, CEBPG, CR2, PIK3R1, CXCR5, CCR10, CD79B, CD70, FCGR2B, IRF8, IL9, ITGB6, HLA-G, CD40LG, CLEC4G, IL4R, MYO1G, PRKDC, PRKCE, CD81, TEC, CTPS1, MBL2, LBP, C4B, C17orf99, BTLA, JAK3, BST2, SRC, BCL10, TNFRSF17, TICAM1, BAX, FLT3, SELE, SOS1, NKX2-3, PDPN, RC3H1, SPNS2, TNFAIP3, NFKB1",3.05,12.66,7.797112940440945e-205,204.10806617501942
HUMORAL ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM,0.109,102,361,470,1506,1785,"CD52, CCR7, HLA-DRA, ZAP70, ITK, IL2RG, PTPRC, IL7R, RASGRP1, BCL11B, XCL1, CD28, GNLY, CD27, GATA3, MS4A1, SP140, CD24, BCL2, TNF, IL2RB, CXADR, CD40LG, ITGA4, VCAM1, CD37, SPI1, PTPN6, JAK3, TCF4, ABL1, STAT5B, CLEC4G, SYK, CD81, CD83, HLA-E, LIG4, RAG2, CCL2, AZU1, NCKAP1L, BAX, HAMP, FOSL2, CD86, CHRNA7, HSPD1, VAV1, IFNE, IFNA8, CXCL12, DEFA4, GPR183, DEFA1, CAV1, SRC, LGALS1, KIT, PTPN2, LIPA, LFNG, PIK3R1, SP3, RAG1, ADAM17, PRKDC, WNT4, B2M, FCER1G, SPNS2, RC3H1, CASP3, IL7, MYO1G, CR2, CD70, CCL20, PSMB10, CTPS1, SLC11A1, BTK, PLCG2, MAPK1, CTLA4, BCL10, TEC, BCAR1, PTPRJ, IL4R, STAT6, TLR4, BCL3, CCR2, NOTCH1, PHB1, BCL6, KMT2A, CACNB4, PBX1, FCER1A, IL10",6.77,5.71,6.914035597070315e-165,164.1602683888128
HUMORAL ADAPTIVE IMMUNE SYSTEM,COMPLEMENT,0.007,4,38,568,153,1785,"C4B, CR2, MBL2, NCR3LG1",2.61,0.22,2.7291250598952086e-56,55.56397656268923
HUMORAL ADAPTIVE IMMUNE SYSTEM,DENDRITIC CELL,0.035,28,223,544,810,1785,"CD86, HLA-DQA1, CD83, TNF, VCAM1, NFKB2, BCL3, NFKBIA, PRKCD, CD38, IGKC, CXCL2, CSF2RB, CCL8, CCL20, FCER1A, HLA-DMA, CH25H, CD40, CCR2, CXCR4, CCR7, GPR183, ALOX5, SPI1, NOTCH2, RBPJ, IRF8",3.46,1.57,4.3649788593259156e-167,166.3600178553491
HUMORAL ADAPTIVE IMMUNE SYSTEM,EOSINOPHIL,0.015,9,13,563,66,1785,"CCL18, LGALS3, CCL1, CCL8, CCL2, XCL1, FCER1A, BTK, MPL",13.64,0.5,3.769642135988353e-21,20.4236998767816
HUMORAL ADAPTIVE IMMUNE SYSTEM,IMMUNOGLOBULIN MEDIATED RESPONSE,0.271,155,417,0,1785,465,"HHEX, SPI1, TLR4, CD79B, CD79A, BANK1, MS4A1, CXCR5, CD22, CR2, PAX5, CD19, TPD52, FCGR2B, MEF2C, BTK, SYK, VAV1, PLCG2, PTPN6, BCL2, CD27, BCL3, TICAM1, TBC1D10C, CHRNA4, CD40, GAPT, PHB1, CHRNA7, LAX1, RASGRP1, HSPD1, ZAP70, CD86, CHRNB2, TXLNA, BST2, AKAP17A, EPHB2, HDAC4, GPR183, CH25H, PTPRC, TOP2B, IFNA8, PIK3R1, RAG1, MSH2, RAG2, IL2RG, ADGRG3, FZD9, EP300, PTPRJ, YY1, STAT5B, PTPN2, LYL1, CEBPG, JAK3, BCL6, KIT, SP3, ZBTB7A, NFAM1, ITGA4, CD40LG, IL10, IL11, TCF3, RBPJ, FOSL2, IFNE, FLT3, VCAM1, ADAM17, IL9, CDH17, SPNS2, BAX, CAMLG, IL7R, RC3H1, SOS2, SOS1, NCKAP1L, CASP3, PRKDC, CD70, ABL1, IL7, PRKCD, CTPS1, CD38, WNT3A, BCAR1, CTLA4, GRB2, MNDA, ITK, MAPK1, BMX, NFKBIA, TEC, NFKB1, TNFAIP3, LIMK1, VAV2, SRC, PRKCE, MYO1G, HCK, PTK2, FGR, PLPP4, IRF8, NOTCH2, GATA3, ZP3, CD81, IRF2BP2, SYVN1, WNT4, CLEC4G, IL4R, IL9R, MPL, BCL10, FCER1G, IL2RB, CSF2RB, LIG4, MLH1, ERCC1, UNG, RNF168, SANBR, MSH6, STAT6, LFNG, C17orf99, ST3GAL1, PTX3, SFTPA1, LBP, C4B, MBL2, HLA-G, LRRC8A, SHLD3, SHLD1, SHLD2, PMS2, MSH3",8.68,33.33,1,-0
HUMORAL ADAPTIVE IMMUNE SYSTEM,INFLAMMATION,0.025,15,557,40,1785,228,"TNFSF13, TLR4, TNF, IL5RA, CCL20, RASGRP1, IL10, RBPJ, FOSL2, NFKBIA, TNFAIP3, NOTCH2, NOTCH1, FCER1G, LIPA",0.84,6.58,1.2104446391613562e-50,49.917055068639876
HUMORAL ADAPTIVE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM,0.098,162,410,1075,1785,4113,"TNFSF13, HHEX, SPI1, TLR4, CCR7, LYN, TNF, BTLA, CD24, CR2, HLA-DOB, CD19, FCGR2B, IGKC, MEF2C, ALOX5, HLA-DOA, HLA-DQA1, BTK, CIITA, TLR10, GPR18, INPP5D, SYK, VAV1, PLCG2, PTPN6, NEDD4, DUSP6, LY86, DLL1, EGF, HLA-DPB1, EDNRB, LHCGR, NMBR, IL5RA, IMPG2, CXADR, HLA-DPA1, HLA-DRA, ITGB6, HLA-DMA, CXCR4, HLA-E, TAC1, DEFA4, B2M, DEFB1, CAMP, DEFA1, H2BC10, DEFA3, BPI, RNASE3, WFDC13, CTSG, DEFA6, WFDC11, H2BC12L, RPL39, WFDC3, PI3, FAU, DEFA5, WFDC9, WFDC10B, CXCL12, CCL20, CXCL1, DEFB131A, CXCL2, HAMP, S100A12, CXCL8, CXCL9, GNLY, RPS19, REG3G, LGALS3, PF4V1, CCL1, CXCL6, CXCL3, CXCL5, XCL1, CCL8, F2, CCL18, PRTN3, BCL3, LYZ, SLC11A1, AZU1, TICAM1, CD40, PHB1, RASGRP1, HSPD1, ZAP70, CD86, BST2, HDAC4, GPR183, CH25H, PTPRC, IFNA8, EP300, STAT5B, CEBPG, JAK3, BCL6, KIT, SP3, NFAM1, ITGA4, IL10, RBPJ, FOSL2, IFNE, VCAM1, ADAM17, BAX, NCKAP1L, PRKDC, PRKCD, CD38, CTLA4, MNDA, ITK, NFKBIA, NFKB1, TNFAIP3, SRC, PRKCE, HCK, FGR, IRF8, CCR2, NOTCH2, GATA3, CD83, PSMB10, CCL2, TFEB, BST1, NOTCH1, MPL, BCL10, FCER1G, IL2RB, CSF2RB, PTX3, LBP, C4B, MBL2, HLA-G, LGALS1, LIPA, PBX1, NFKB2, FCER1A",9.08,3.94,7.373648516501193e-254,253.1323175679751
HUMORAL ADAPTIVE IMMUNE SYSTEM,LYMPHOCYTE,0.032,20,552,50,1785,210,"BLK, CD200, VPREB3, CD79A, LOC100130458, BANK1, TCL1A, IGHD, EBF1, FCER2, CD19, MEF2C, ICOSLG, GAB1, FAM150B, VPREB1, KIT, CTLA4, PTK2, CD28",1.12,9.52,7.615906683295604e-58,57.11827838594423
HUMORAL ADAPTIVE IMMUNE SYSTEM,MACROPHAGE,0.024,14,558,21,1785,105,"TLR4, SYK, PLCG2, EDNRB, HAMP, LGALS3, SLC11A1, AZU1, TICAM1, PRKCE, CCR2, CCL2, LBP, LIPA",0.78,13.33,9.891829662732995e-30,29.00472337079558
HUMORAL ADAPTIVE IMMUNE SYSTEM,MAST CELL,0.012,7,565,17,1785,72,"BTK, SYK, S100A12, RASGRP1, STAT5B, KIT, FCER1A",0.39,9.72,1.2576024050649597e-27,26.900456640750086
HUMORAL ADAPTIVE IMMUNE SYSTEM,MONOCYTE,0.044,38,534,299,1785,1029,"TNFSF13, HHEX, SPI1, TLR4, LYN, ALOX5, BTK, SYK, DUSP6, LY86, CTSG, CCL20, CXCL1, S100A12, RPS19, LGALS3, CCL1, XCL1, CCL8, CCL18, LYZ, SLC11A1, AZU1, CD86, BCL6, NFAM1, PRKCD, MNDA, HCK, FGR, CCR2, CCL2, BST1, MPL, FCER1G, PTX3, LGALS1, FCER1A",2.13,3.69,4.325180170616912e-192,191.36399579675987
HUMORAL ADAPTIVE IMMUNE SYSTEM,MYELOID CELL,0.014,9,563,66,1785,225,"HHEX, TLR4, EGF, CXCL12, CD86, BCL6, IL10, CCR2, FCER1G",0.5,4,1.6963449204226667e-80,79.7704858373352
HUMORAL ADAPTIVE IMMUNE SYSTEM,NEUTROPHIL,0.046,32,540,119,1785,462,"BTK, SYK, VAV1, CXADR, CAMP, CTSG, CCL20, CXCL1, CXCL2, S100A12, CXCL8, CXCL9, LGALS3, PF4V1, CCL1, CXCL6, CXCL3, CXCL5, XCL1, CCL8, F2, CCL18, PRTN3, AZU1, ADAM17, NCKAP1L, PRKCD, CCR2, CCL2, MPL, FCER1G, LBP",1.79,6.93,2.0272605938780517e-104,103.69309042140618
HUMORAL ADAPTIVE IMMUNE SYSTEM,NK CELL,0.027,19,553,120,1785,432,"GPR18, PTPN6, DLL1, HLA-E, GNLY, XCL1, RASGRP1, ZAP70, PTPRC, IFNA8, STAT5B, CEBPG, KIT, SP3, IFNE, ITK, GATA3, IL2RB, PBX1",1.06,4.4,7.063048766085275e-115,114.15100779519742
HUMORAL ADAPTIVE IMMUNE SYSTEM,SIGNALING,0.049,33,539,96,1785,387,"LIF, CCR7, TNF, DUSP6, LHCGR, IMPG2, CXCR4, CXCL12, CCL20, CXCL1, CXCL2, CXCL9, CCL1, CXCL6, CXCL3, CXCL5, XCL1, CCL8, CCL18, BCL3, IFNA8, BCL6, IL10, IL7R, NFKBIA, NFKB1, TNFAIP3, HCK, CD83, CCL2, PTX3, NFKB2, FCER1A",1.85,8.53,4.971698589855609e-88,87.30349520841543
HUMORAL ADAPTIVE IMMUNE SYSTEM,T CELL,0.108,98,474,334,1785,1500,"SPI1, TLR4, CCR7, TNF, MS4A1, TCF4, CD24, CR2, SP140, BTK, CD37, SYK, VAV1, PLCG2, PTPN6, BCL2, BCL11B, CD52, CD27, CXADR, HLA-DRA, CAV1, HLA-E, DEFA4, B2M, DEFA1, CXCL12, CCL20, GNLY, XCL1, BCL3, SLC11A1, PHB1, CHRNA7, RASGRP1, HSPD1, ZAP70, CD86, GPR183, PTPRC, IFNA8, PIK3R1, RAG1, RAG2, IL2RG, PTPRJ, STAT5B, PTPN2, JAK3, BCL6, KIT, SP3, ITGA4, CD40LG, IL10, FOSL2, IFNE, VCAM1, ADAM17, SPNS2, BAX, IL7R, RC3H1, NCKAP1L, CASP3, PRKDC, CD70, ABL1, IL7, CTPS1, BCAR1, CTLA4, ITK, MAPK1, TEC, SRC, MYO1G, CCR2, GATA3, CD83, CD28, PSMB10, CCL2, NOTCH1, CD81, WNT4, CLEC4G, IL4R, BCL10, FCER1G, IL2RB, LIG4, STAT6, LFNG, LGALS1, LIPA, KMT2A, FCER1A",5.49,6.53,4.821754962059117e-159,158.31679486391494
