"process","genes","gene_set_short","immune_system","immune_sub_system","immune_tissue","go_term","set_size"
"TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","IFNK","Signaling, Interferon I, Pathway","Innate","Interferon","Undefined","GO:0060337",19
"TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY","AZI2","Signaling, Interferon I, Pathway","Innate","Interferon","Undefined","GO:0060337",19
"TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","STAT1","Signaling, Interferon II, Pathway","Innate","Interferon","Undefined","GO:0060333",8
"TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","IRF1","Signaling, Interferon II, Pathway","Innate","Interferon","Undefined","GO:0060333",8
"TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","JAK1","Signaling, Interferon II, Pathway","Innate","Interferon","Undefined","GO:0060333",8
"TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","IFNGR1","Signaling, Interferon II, Pathway","Innate","Interferon","Undefined","GO:0060333",8
"TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","TYK2","Signaling, Interferon II, Pathway","Innate","Interferon","Undefined","GO:0060333",8
"TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","HCK","Signaling, Interferon II, Pathway","Innate","Interferon","Undefined","GO:0060333",8
"TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","IFNGR2","Signaling, Interferon II, Pathway","Innate","Interferon","Undefined","GO:0060333",8
"TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","SP100","Signaling, Interferon II, Pathway","Innate","Interferon","Undefined","GO:0060333",8
"TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","HPX","Signaling, Interferon II, Pathway","Innate","Interferon","Undefined","GO:0060333",8
"TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","IFNG","Signaling, Interferon II, Pathway","Innate","Interferon","Undefined","GO:0060333",8
"TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","JAK2","Signaling, Interferon II, Pathway","Innate","Interferon","Undefined","GO:0060333",8
"TYPE II INTERFERON-MEDIATED SIGNALING PATHWAY","TP53","Signaling, Interferon II, Pathway","Innate","Interferon","Undefined","GO:0060333",8
"TYPE III INTERFERON-MEDIATED SIGNALING PATHWAY","IFNGR1","Signaling, Interferon III, Pathway","Innate","Interferon","Undefined","GO:0038196",10
"TYPE III INTERFERON-MEDIATED SIGNALING PATHWAY","IFNLR1","Signaling, Interferon III, Pathway","Innate","Interferon","Undefined","GO:0038196",10
"TYPE III INTERFERON-MEDIATED SIGNALING PATHWAY","IL10RB","Signaling, Interferon III, Pathway","Innate","Interferon","Undefined","GO:0038196",10
"TYPE III INTERFERON-MEDIATED SIGNALING PATHWAY","IFNL1","Signaling, Interferon III, Pathway","Innate","Interferon","Undefined","GO:0038196",10
"TYPE III INTERFERON-MEDIATED SIGNALING PATHWAY","TYK2","Signaling, Interferon III, Pathway","Innate","Interferon","Undefined","GO:0038196",10
"TYPE III INTERFERON-MEDIATED SIGNALING PATHWAY","IFNL4","Signaling, Interferon III, Pathway","Innate","Interferon","Undefined","GO:0038196",10
"TYPE III INTERFERON-MEDIATED SIGNALING PATHWAY","IFNGR2","Signaling, Interferon III, Pathway","Innate","Interferon","Undefined","GO:0038196",10
"TYPE III INTERFERON-MEDIATED SIGNALING PATHWAY","IFNL3","Signaling, Interferon III, Pathway","Innate","Interferon","Undefined","GO:0038196",10
"TYPE III INTERFERON-MEDIATED SIGNALING PATHWAY","JAK1","Signaling, Interferon III, Pathway","Innate","Interferon","Undefined","GO:0038196",10
"TYPE III INTERFERON-MEDIATED SIGNALING PATHWAY","IFNL2","Signaling, Interferon III, Pathway","Innate","Interferon","Undefined","GO:0038196",10
"V(D)J RECOMBINATION","HMGB1","V(D)J Recombination","Adaptive","General","Lymphocyte","GO:0033151",6
"V(D)J RECOMBINATION","RAG2","V(D)J Recombination","Adaptive","General","Lymphocyte","GO:0033151",6
"V(D)J RECOMBINATION","RAG1","V(D)J Recombination","Adaptive","General","Lymphocyte","GO:0033151",6
"V(D)J RECOMBINATION","LIG4","V(D)J Recombination","Adaptive","General","Lymphocyte","GO:0033151",6
"V(D)J RECOMBINATION","HMGB2","V(D)J Recombination","Adaptive","General","Lymphocyte","GO:0033151",6
"V(D)J RECOMBINATION","PRKDC","V(D)J Recombination","Adaptive","General","Lymphocyte","GO:0033151",6
"V(D)J RECOMBINATION","ATM","V(D)J Recombination","Adaptive","General","Lymphocyte","GO:0033151",6
"V(D)J RECOMBINATION","DCAF1","V(D)J Recombination","Adaptive","General","Lymphocyte","GO:0033151",6
"V(D)J RECOMBINATION","DCLRE1C","V(D)J Recombination","Adaptive","General","Lymphocyte","GO:0033151",6
"ESTABLISHMENT OF NATURAL KILLER CELL POLARITY","SNX27",NA,NA,NA,NA,NA,NA
"NEUTROPHIL APOPTOTIC PROCESS","IL6",NA,NA,NA,NA,NA,NA
"NEUTROPHIL APOPTOTIC PROCESS","HCAR2",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF TYPE IIA HYPERSENSITIVITY","C3",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF TYPE IIA HYPERSENSITIVITY","FCGR1A",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF TYPE III HYPERSENSITIVITY","BTK",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF TYPE III HYPERSENSITIVITY","FCGR1A",NA,NA,NA,NA,NA,NA
"TYPE IV HYPERSENSITIVITY","GATA3",NA,NA,NA,NA,NA,NA
"REGULATION OF TYPE IV HYPERSENSITIVITY","FUT7",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TYPE IV HYPERSENSITIVITY","IL20RB",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF TYPE IV HYPERSENSITIVITY","ZP3",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF TYPE I HYPERSENSITIVITY","FCGR2B",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF TYPE I HYPERSENSITIVITY","BTK",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF ANTIBODY-DEPENDENT CELLULAR CYTOTOXICITY","FCGR2B",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ANTIBODY-DEPENDENT CELLULAR CYTOTOXICITY","HLA-E",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF COMPLEMENT ACTIVATION, LECTIN PATHWAY","A2M",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF COMPLEMENT ACTIVATION, LECTIN PATHWAY","SERPING1",NA,NA,NA,NA,NA,NA
"REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY","ICAM1",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY","NOS2",NA,NA,NA,NA,NA,NA
"REGULATION OF T CELL MEDIATED CYTOTOXICITY","AGER",NA,NA,NA,NA,NA,NA
"REGULATION OF T CELL MEDIATED CYTOTOXICITY","RIPK3",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","CEACAM1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","HLA-G",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","IL7R",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","KLRC1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","KLRD1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","PPP3CB",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","PTPRC",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","LILRB1",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","B2M",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","CD1A",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","CD1B",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","CD1C",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","CD1D",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","CD1E",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","HFE",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","HLA-A",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","HLA-B",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","HLA-C",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","HLA-DRA",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","HLA-DRB1",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","HLA-E",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","HLA-F",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","HLA-G",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","HLA-H",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","IL12A",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","IL12B",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","IL12RB1",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","MICB",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","P2RX7",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","PTPRC",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","XCL1",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","TAP2",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","STX7",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","FADD",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","IL23A",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","CYRIB",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","ULBP3",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","ULBP2",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","ULBP1",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","RAET1E",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","IL23R",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","RAET1L",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","RAET1G",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY","MICA",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ACTIVATION OF MEMBRANE ATTACK COMPLEX","C3",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ACTIVATION OF MEMBRANE ATTACK COMPLEX","CR1",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF ACTIVATION OF MEMBRANE ATTACK COMPLEX","CD59",NA,NA,NA,NA,NA,NA
"NEGATIVE REGULATION OF ACTIVATION OF MEMBRANE ATTACK COMPLEX","CR1",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ANTIMICROBIAL PEPTIDE PRODUCTION","IL17A",NA,NA,NA,NA,NA,NA
"POSITIVE REGULATION OF ANTIMICROBIAL PEPTIDE PRODUCTION","IL17F",NA,NA,NA,NA,NA,NA
"ORGAN OR TISSUE SPECIFIC IMMUNE RESPONSE","UMOD",NA,NA,NA,NA,NA,NA
"CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","GBF1",NA,NA,NA,NA,NA,NA
"ENDOTHELIAL CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","TCIM",NA,NA,NA,NA,NA,NA
"MYELOID LEUKOCYTE ACTIVATION","TYROBP",NA,NA,NA,NA,NA,NA
"BASOPHIL ACTIVATION INVOLVED IN IMMUNE RESPONSE","KARS1",NA,NA,NA,NA,NA,NA
"BASOPHIL ACTIVATION INVOLVED IN IMMUNE RESPONSE","ENPP3",NA,NA,NA,NA,NA,NA
"MYELOID DENDRITIC CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","DOCK2",NA,NA,NA,NA,NA,NA
"MYELOID DENDRITIC CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","SLAMF1",NA,NA,NA,NA,NA,NA
"MYELOID DENDRITIC CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE","PYCARD",NA,NA,NA,NA,NA,NA
"MONOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE","DYSF",NA,NA,NA,NA,NA,NA
"T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL","ICAM1",NA,NA,NA,NA,NA,NA
"T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL","ITGAL",NA,NA,NA,NA,NA,NA
"T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL","FGL2",NA,NA,NA,NA,NA,NA
"T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL","APBB1IP",NA,NA,NA,NA,NA,NA
"CD8-POSITIVE, ALPHA-BETA INTRAEPITHELIAL T CELL DIFFERENTIATION","GPR18",NA,NA,NA,NA,NA,NA
"TRANSITIONAL TWO STAGE B CELL DIFFERENTIATION","TRAF3IP2",NA,NA,NA,NA,NA,NA
"B-1 B CELL LINEAGE COMMITMENT","SLAMF8",NA,NA,NA,NA,NA,NA
"B-1A B CELL DIFFERENTIATION","PLCL2",NA,NA,NA,NA,NA,NA
"B-1A B CELL DIFFERENTIATION","CMTM7",NA,NA,NA,NA,NA,NA
"CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE","TREM1",NA,NA,NA,NA,NA,NA
"PLASMACYTOID DENDRITIC CELL CYTOKINE PRODUCTION","SLAMF9",NA,NA,NA,NA,NA,NA
"IMMUNOGLOBULIN PRODUCTION","VPREB1",NA,NA,NA,NA,NA,NA
